@RELATION Quill

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_1 NUMERIC

@DATA
instance_1,1.0,0.54
instance_2,1.0,10.848
instance_3,1.0,1.092
instance_4,1.0,0.536
instance_5,1.0,1.028
instance_7,1.0,0.48
instance_8,1.0,0.524
instance_12,1.0,0.272
instance_13,1.0,1.416
instance_15,1.0,0.488
instance_16,1.0,0.436
instance_19,1.0,0.412
instance_20,1.0,0.244
instance_21,1.0,0.328
instance_22,1.0,0.444
instance_23,1.0,1.976
instance_26,1.0,0.344
instance_27,1.0,0.368
instance_28,1.0,0.424
instance_31,1.0,1.468
instance_33,1.0,0.452
instance_36,1.0,0.256
instance_38,1.0,0.3
instance_39,1.0,0.372
instance_42,1.0,0.32
instance_44,1.0,0.368
instance_45,1.0,0.392
instance_47,1.0,0.548
instance_48,1.0,0.34
instance_49,1.0,0.576
instance_52,1.0,16.8
instance_53,1.0,6.644
instance_54,1.0,0.488
instance_55,1.0,13.116
instance_56,1.0,1.216
instance_58,1.0,0.356
instance_59,1.0,0.476
instance_60,1.0,0.296
instance_61,1.0,0.404
instance_63,1.0,1.256
instance_64,1.0,0.584
instance_66,1.0,2.312
instance_67,1.0,0.472
instance_68,1.0,3.5
instance_69,1.0,0.836
instance_70,1.0,0.476
instance_71,1.0,1.384
instance_72,1.0,0.388
instance_73,1.0,0.332
instance_74,1.0,0.484
instance_76,1.0,0.436
instance_77,1.0,0.484
instance_78,1.0,0.4
instance_80,1.0,0.28
instance_81,1.0,0.764
instance_82,1.0,0.52
instance_83,1.0,0.56
instance_84,1.0,2.208
instance_87,1.0,1.304
instance_88,1.0,0.448
instance_90,1.0,0.376
instance_91,1.0,0.52
instance_92,1.0,0.932
instance_94,1.0,9.652
instance_95,1.0,0.492
instance_96,1.0,0.46
instance_97,1.0,0.564
instance_98,1.0,0.34
instance_99,1.0,1.364
instance_100,1.0,1.3
instance_101,1.0,0.836
instance_103,1.0,18.152
instance_104,1.0,3.444
instance_105,1.0,0.476
instance_108,1.0,0.496
instance_109,1.0,0.364
instance_110,1.0,0.396
instance_112,1.0,0.76
instance_113,1.0,0.304
instance_114,1.0,1.088
instance_115,1.0,0.452
instance_117,1.0,0.3
instance_118,1.0,0.788
instance_122,1.0,0.268
instance_123,1.0,0.444
instance_124,1.0,0.548
instance_126,1.0,1.412
instance_128,1.0,0.396
instance_129,1.0,0.668
instance_131,1.0,0.52
instance_132,1.0,1.48
instance_134,1.0,0.46
instance_135,1.0,0.0
instance_136,1.0,0.244
instance_137,1.0,2.104
instance_140,1.0,0.496
instance_142,1.0,0.352
instance_143,1.0,0.36
instance_144,1.0,0.904
instance_145,1.0,2.652
instance_146,1.0,0.464
instance_147,1.0,1.196
instance_152,1.0,0.424
instance_154,1.0,1.248
instance_155,1.0,8.66
instance_156,1.0,1.952
instance_157,1.0,0.42
