@RELATION Quill

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_1 {ok, timeout, memout, presolved, crash, unknown, other}

@DATA
instance_1,1.0,ok
instance_2,1.0,ok
instance_3,1.0,ok
instance_4,1.0,ok
instance_5,1.0,ok
instance_7,1.0,ok
instance_8,1.0,ok
instance_12,1.0,ok
instance_13,1.0,ok
instance_15,1.0,ok
instance_16,1.0,ok
instance_19,1.0,ok
instance_20,1.0,ok
instance_21,1.0,ok
instance_22,1.0,ok
instance_23,1.0,ok
instance_26,1.0,ok
instance_27,1.0,ok
instance_28,1.0,ok
instance_31,1.0,ok
instance_33,1.0,ok
instance_36,1.0,ok
instance_38,1.0,ok
instance_39,1.0,ok
instance_42,1.0,ok
instance_44,1.0,ok
instance_45,1.0,ok
instance_47,1.0,ok
instance_48,1.0,ok
instance_49,1.0,ok
instance_52,1.0,ok
instance_53,1.0,ok
instance_54,1.0,ok
instance_55,1.0,ok
instance_56,1.0,ok
instance_58,1.0,ok
instance_59,1.0,ok
instance_60,1.0,ok
instance_61,1.0,ok
instance_63,1.0,ok
instance_64,1.0,ok
instance_66,1.0,ok
instance_67,1.0,ok
instance_68,1.0,ok
instance_69,1.0,ok
instance_70,1.0,ok
instance_71,1.0,ok
instance_72,1.0,ok
instance_73,1.0,ok
instance_74,1.0,ok
instance_76,1.0,ok
instance_77,1.0,ok
instance_78,1.0,ok
instance_80,1.0,ok
instance_81,1.0,ok
instance_82,1.0,ok
instance_83,1.0,ok
instance_84,1.0,ok
instance_87,1.0,ok
instance_88,1.0,ok
instance_90,1.0,ok
instance_91,1.0,ok
instance_92,1.0,ok
instance_94,1.0,ok
instance_95,1.0,ok
instance_96,1.0,ok
instance_97,1.0,ok
instance_98,1.0,ok
instance_99,1.0,ok
instance_100,1.0,ok
instance_101,1.0,ok
instance_103,1.0,ok
instance_104,1.0,ok
instance_105,1.0,ok
instance_108,1.0,ok
instance_109,1.0,ok
instance_110,1.0,ok
instance_112,1.0,ok
instance_113,1.0,ok
instance_114,1.0,ok
instance_115,1.0,ok
instance_117,1.0,ok
instance_118,1.0,ok
instance_122,1.0,ok
instance_123,1.0,ok
instance_124,1.0,ok
instance_126,1.0,ok
instance_128,1.0,ok
instance_129,1.0,ok
instance_131,1.0,ok
instance_132,1.0,ok
instance_134,1.0,ok
instance_135,1.0,memout
instance_136,1.0,ok
instance_137,1.0,ok
instance_140,1.0,ok
instance_142,1.0,ok
instance_143,1.0,ok
instance_144,1.0,ok
instance_145,1.0,ok
instance_146,1.0,ok
instance_147,1.0,ok
instance_152,1.0,ok
instance_154,1.0,ok
instance_155,1.0,ok
instance_156,1.0,ok
instance_157,1.0,ok
instance_158,1.0,ok
instance_159,1.0,ok
instance_160,1.0,ok
instance_161,1.0,ok
instance_162,1.0,ok
instance_164,1.0,ok
instance_165,1.0,ok
instance_166,1.0,ok
instance_167,1.0,ok
instance_168,1.0,ok
instance_169,1.0,memout
instance_170,1.0,ok
instance_171,1.0,ok
instance_172,1.0,ok
instance_176,1.0,ok
instance_177,1.0,ok
instance_179,1.0,ok
instance_180,1.0,ok
instance_182,1.0,ok
instance_183,1.0,ok
instance_184,1.0,ok
instance_187,1.0,ok
instance_188,1.0,ok
instance_190,1.0,ok
instance_191,1.0,ok
instance_195,1.0,ok
instance_196,1.0,memout
instance_197,1.0,ok
instance_198,1.0,ok
instance_203,1.0,ok
instance_204,1.0,ok
instance_205,1.0,ok
instance_206,1.0,ok
instance_207,1.0,ok
instance_208,1.0,ok
instance_209,1.0,ok
instance_210,1.0,ok
instance_211,1.0,ok
instance_212,1.0,ok
instance_215,1.0,ok
instance_216,1.0,ok
instance_217,1.0,ok
instance_218,1.0,ok
instance_219,1.0,ok
instance_220,1.0,ok
instance_221,1.0,ok
instance_223,1.0,ok
instance_224,1.0,ok
instance_225,1.0,ok
instance_226,1.0,ok
instance_227,1.0,ok
instance_229,1.0,ok
instance_231,1.0,ok
instance_234,1.0,ok
instance_235,1.0,ok
instance_236,1.0,ok
instance_239,1.0,ok
instance_241,1.0,ok
instance_243,1.0,memout
instance_244,1.0,ok
instance_246,1.0,ok
instance_247,1.0,ok
instance_249,1.0,ok
instance_251,1.0,ok
instance_253,1.0,ok
instance_254,1.0,ok
instance_255,1.0,memout
instance_256,1.0,ok
instance_258,1.0,ok
instance_259,1.0,ok
instance_260,1.0,ok
instance_261,1.0,ok
instance_262,1.0,ok
instance_264,1.0,ok
instance_267,1.0,ok
instance_268,1.0,ok
instance_270,1.0,ok
instance_271,1.0,ok
instance_272,1.0,ok
instance_274,1.0,ok
instance_275,1.0,ok
instance_276,1.0,memout
instance_277,1.0,ok
instance_279,1.0,ok
instance_280,1.0,ok
instance_281,1.0,ok
instance_282,1.0,ok
instance_283,1.0,ok
instance_284,1.0,ok
instance_285,1.0,ok
instance_286,1.0,ok
instance_287,1.0,ok
instance_288,1.0,ok
instance_289,1.0,ok
instance_290,1.0,ok
instance_292,1.0,ok
instance_293,1.0,ok
instance_296,1.0,ok
instance_297,1.0,ok
instance_298,1.0,ok
instance_299,1.0,ok
instance_301,1.0,ok
instance_304,1.0,ok
instance_305,1.0,ok
instance_306,1.0,ok
instance_310,1.0,ok
instance_311,1.0,ok
instance_314,1.0,ok
instance_315,1.0,ok
instance_318,1.0,ok
instance_319,1.0,ok
instance_320,1.0,ok
instance_322,1.0,ok
instance_323,1.0,ok
instance_324,1.0,ok
instance_325,1.0,ok
instance_327,1.0,ok
instance_329,1.0,ok
instance_330,1.0,ok
instance_331,1.0,ok
instance_332,1.0,ok
instance_333,1.0,ok
instance_335,1.0,ok
instance_337,1.0,ok
instance_338,1.0,ok
instance_339,1.0,ok
instance_340,1.0,ok
instance_342,1.0,ok
instance_343,1.0,ok
instance_344,1.0,ok
instance_345,1.0,ok
instance_346,1.0,ok
instance_347,1.0,ok
instance_348,1.0,ok
instance_349,1.0,ok
instance_350,1.0,ok
instance_352,1.0,ok
instance_353,1.0,ok
instance_354,1.0,ok
instance_359,1.0,ok
instance_360,1.0,ok
instance_361,1.0,ok
instance_362,1.0,ok
instance_363,1.0,ok
instance_364,1.0,ok
instance_366,1.0,ok
instance_367,1.0,ok
instance_368,1.0,ok
instance_371,1.0,ok
instance_372,1.0,ok
instance_374,1.0,ok
instance_375,1.0,ok
instance_380,1.0,ok
instance_381,1.0,ok
instance_383,1.0,ok
instance_385,1.0,ok
instance_386,1.0,ok
instance_387,1.0,ok
instance_388,1.0,ok
instance_389,1.0,ok
instance_390,1.0,ok
instance_391,1.0,ok
instance_392,1.0,ok
instance_395,1.0,ok
instance_396,1.0,ok
instance_400,1.0,ok
instance_406,1.0,ok
instance_409,1.0,ok
instance_411,1.0,ok
instance_412,1.0,ok
instance_413,1.0,ok
instance_414,1.0,ok
instance_416,1.0,ok
instance_417,1.0,ok
instance_418,1.0,ok
instance_419,1.0,ok
instance_421,1.0,ok
instance_427,1.0,ok
instance_430,1.0,ok
instance_431,1.0,ok
instance_432,1.0,ok
instance_433,1.0,ok
instance_434,1.0,ok
instance_436,1.0,ok
instance_439,1.0,ok
instance_440,1.0,ok
instance_441,1.0,ok
instance_442,1.0,ok
instance_444,1.0,ok
instance_445,1.0,ok
instance_446,1.0,ok
instance_448,1.0,ok
instance_449,1.0,ok
instance_450,1.0,ok
instance_451,1.0,ok
instance_452,1.0,ok
instance_453,1.0,ok
instance_454,1.0,ok
instance_457,1.0,ok
instance_458,1.0,ok
instance_460,1.0,ok
instance_463,1.0,ok
instance_464,1.0,ok
instance_465,1.0,ok
instance_466,1.0,ok
instance_467,1.0,ok
instance_468,1.0,ok
instance_469,1.0,ok
instance_470,1.0,ok
instance_471,1.0,ok
instance_472,1.0,ok
instance_473,1.0,ok
instance_474,1.0,ok
instance_475,1.0,ok
instance_476,1.0,ok
instance_479,1.0,ok
instance_480,1.0,ok
instance_481,1.0,ok
instance_482,1.0,ok
instance_485,1.0,ok
instance_487,1.0,ok
instance_488,1.0,memout
instance_489,1.0,ok
instance_491,1.0,ok
instance_493,1.0,ok
instance_495,1.0,ok
instance_497,1.0,ok
instance_498,1.0,ok
instance_499,1.0,ok
instance_500,1.0,ok
instance_501,1.0,ok
instance_504,1.0,ok
instance_506,1.0,ok
instance_508,1.0,ok
instance_509,1.0,ok
instance_512,1.0,ok
instance_513,1.0,ok
instance_514,1.0,ok
instance_515,1.0,ok
instance_518,1.0,ok
instance_519,1.0,ok
instance_520,1.0,ok
instance_521,1.0,ok
instance_522,1.0,ok
instance_524,1.0,ok
instance_525,1.0,ok
instance_527,1.0,ok
instance_528,1.0,ok
instance_529,1.0,ok
instance_530,1.0,ok
instance_531,1.0,ok
instance_532,1.0,ok
instance_533,1.0,ok
instance_540,1.0,ok
instance_541,1.0,ok
instance_542,1.0,ok
instance_543,1.0,ok
instance_544,1.0,ok
instance_545,1.0,ok
instance_546,1.0,ok
instance_547,1.0,ok
instance_548,1.0,ok
instance_549,1.0,ok
instance_550,1.0,ok
instance_552,1.0,ok
instance_553,1.0,ok
instance_557,1.0,ok
instance_559,1.0,ok
instance_563,1.0,ok
instance_564,1.0,ok
instance_566,1.0,ok
instance_567,1.0,ok
instance_568,1.0,ok
instance_570,1.0,ok
instance_571,1.0,ok
instance_572,1.0,ok
instance_573,1.0,ok
instance_574,1.0,ok
instance_575,1.0,ok
instance_580,1.0,ok
instance_581,1.0,ok
instance_584,1.0,ok
instance_585,1.0,ok
instance_586,1.0,ok
instance_587,1.0,ok
instance_589,1.0,ok
instance_590,1.0,ok
instance_592,1.0,ok
instance_596,1.0,ok
instance_597,1.0,ok
instance_598,1.0,ok
instance_599,1.0,ok
instance_602,1.0,ok
instance_603,1.0,ok
instance_604,1.0,ok
instance_605,1.0,ok
instance_607,1.0,ok
instance_611,1.0,ok
instance_613,1.0,ok
instance_614,1.0,ok
instance_617,1.0,ok
instance_618,1.0,ok
instance_619,1.0,ok
instance_620,1.0,memout
instance_621,1.0,ok
instance_622,1.0,ok
instance_623,1.0,ok
instance_624,1.0,ok
instance_625,1.0,ok
