@RELATION Quill

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_1,1.0,algorithm_7,0.12,ok
instance_1,1.0,algorithm_6,0.29,ok
instance_1,1.0,algorithm_22,0.08,ok
instance_1,1.0,algorithm_23,0.05,ok
instance_1,1.0,algorithm_5,0.39,ok
instance_1,1.0,algorithm_16,0.37,ok
instance_1,1.0,algorithm_21,8.1,ok
instance_1,1.0,algorithm_14,0.06,ok
instance_1,1.0,algorithm_11,0.31,ok
instance_1,1.0,algorithm_4,18000.0,timeout
instance_1,1.0,algorithm_13,8.11,ok
instance_1,1.0,algorithm_9,24.28,ok
instance_1,1.0,algorithm_12,0.05,ok
instance_1,1.0,algorithm_17,0.22,ok
instance_1,1.0,algorithm_3,0.42,ok
instance_1,1.0,algorithm_8,0.21,ok
instance_1,1.0,algorithm_1,0.14,ok
instance_1,1.0,algorithm_19,0.05,ok
instance_1,1.0,algorithm_15,0.06,ok
instance_1,1.0,algorithm_2,18000.0,timeout
instance_1,1.0,algorithm_20,0.45,ok
instance_1,1.0,algorithm_18,0.38,ok
instance_1,1.0,algorithm_10,0.41,ok
instance_1,1.0,algorithm_24,0.05,ok
instance_2,1.0,algorithm_7,18000.0,timeout
instance_2,1.0,algorithm_6,18000.0,timeout
instance_2,1.0,algorithm_22,18000.0,timeout
instance_2,1.0,algorithm_23,18000.0,timeout
instance_2,1.0,algorithm_5,18000.0,timeout
instance_2,1.0,algorithm_16,18000.0,timeout
instance_2,1.0,algorithm_21,18000.0,timeout
instance_2,1.0,algorithm_14,18000.0,timeout
instance_2,1.0,algorithm_11,18000.0,timeout
instance_2,1.0,algorithm_4,18000.0,timeout
instance_2,1.0,algorithm_13,18000.0,timeout
instance_2,1.0,algorithm_9,18000.0,timeout
instance_2,1.0,algorithm_12,18000.0,timeout
instance_2,1.0,algorithm_17,18000.0,timeout
instance_2,1.0,algorithm_3,18000.0,timeout
instance_2,1.0,algorithm_8,18000.0,timeout
instance_2,1.0,algorithm_1,18000.0,timeout
instance_2,1.0,algorithm_19,18000.0,timeout
instance_2,1.0,algorithm_15,18000.0,timeout
instance_2,1.0,algorithm_2,18000.0,timeout
instance_2,1.0,algorithm_20,18000.0,timeout
instance_2,1.0,algorithm_18,18000.0,timeout
instance_2,1.0,algorithm_10,18000.0,timeout
instance_2,1.0,algorithm_24,18000.0,timeout
instance_3,1.0,algorithm_7,122.08,ok
instance_3,1.0,algorithm_6,108.86,ok
instance_3,1.0,algorithm_22,15.74,ok
instance_3,1.0,algorithm_23,22.49,ok
instance_3,1.0,algorithm_5,271.21,ok
instance_3,1.0,algorithm_16,13.78,ok
instance_3,1.0,algorithm_21,18000.0,timeout
instance_3,1.0,algorithm_14,22.37,ok
instance_3,1.0,algorithm_11,18000.0,timeout
instance_3,1.0,algorithm_4,18000.0,timeout
instance_3,1.0,algorithm_13,18000.0,timeout
instance_3,1.0,algorithm_9,18000.0,timeout
instance_3,1.0,algorithm_12,14.71,ok
instance_3,1.0,algorithm_17,7.87,ok
instance_3,1.0,algorithm_3,224.65,ok
instance_3,1.0,algorithm_8,8.13,ok
instance_3,1.0,algorithm_1,453.86,ok
instance_3,1.0,algorithm_19,18000.0,timeout
instance_3,1.0,algorithm_15,48.15,ok
instance_3,1.0,algorithm_2,18000.0,timeout
instance_3,1.0,algorithm_20,23.21,ok
instance_3,1.0,algorithm_18,22.67,ok
instance_3,1.0,algorithm_10,14.91,ok
instance_3,1.0,algorithm_24,24.94,ok
instance_4,1.0,algorithm_7,0.45,ok
instance_4,1.0,algorithm_6,18000.0,timeout
instance_4,1.0,algorithm_22,18000.0,timeout
instance_4,1.0,algorithm_23,18000.0,timeout
instance_4,1.0,algorithm_5,18000.0,timeout
instance_4,1.0,algorithm_16,18000.0,timeout
instance_4,1.0,algorithm_21,18000.0,timeout
instance_4,1.0,algorithm_14,18000.0,timeout
instance_4,1.0,algorithm_11,110.68,ok
instance_4,1.0,algorithm_4,169.67,ok
instance_4,1.0,algorithm_13,18000.0,timeout
instance_4,1.0,algorithm_9,18000.0,timeout
instance_4,1.0,algorithm_12,18000.0,timeout
instance_4,1.0,algorithm_17,18000.0,timeout
instance_4,1.0,algorithm_3,18000.0,timeout
instance_4,1.0,algorithm_8,18000.0,timeout
instance_4,1.0,algorithm_1,18000.0,timeout
instance_4,1.0,algorithm_19,18000.0,timeout
instance_4,1.0,algorithm_15,0.4,ok
instance_4,1.0,algorithm_2,84.3,ok
instance_4,1.0,algorithm_20,18000.0,timeout
instance_4,1.0,algorithm_18,18000.0,timeout
instance_4,1.0,algorithm_10,18000.0,timeout
instance_4,1.0,algorithm_24,18000.0,timeout
instance_5,1.0,algorithm_7,18000.0,timeout
instance_5,1.0,algorithm_6,18000.0,timeout
instance_5,1.0,algorithm_22,499.59,ok
instance_5,1.0,algorithm_23,18000.0,timeout
instance_5,1.0,algorithm_5,18000.0,timeout
instance_5,1.0,algorithm_16,18000.0,timeout
instance_5,1.0,algorithm_21,18000.0,timeout
instance_5,1.0,algorithm_14,18000.0,timeout
instance_5,1.0,algorithm_11,18000.0,timeout
instance_5,1.0,algorithm_4,18000.0,timeout
instance_5,1.0,algorithm_13,18000.0,timeout
instance_5,1.0,algorithm_9,18000.0,timeout
instance_5,1.0,algorithm_12,18000.0,timeout
instance_5,1.0,algorithm_17,18000.0,timeout
instance_5,1.0,algorithm_3,18000.0,timeout
instance_5,1.0,algorithm_8,18000.0,timeout
instance_5,1.0,algorithm_1,18000.0,timeout
instance_5,1.0,algorithm_19,18000.0,timeout
instance_5,1.0,algorithm_15,18000.0,timeout
instance_5,1.0,algorithm_2,18000.0,timeout
instance_5,1.0,algorithm_20,18000.0,timeout
instance_5,1.0,algorithm_18,18000.0,timeout
instance_5,1.0,algorithm_10,18000.0,timeout
instance_5,1.0,algorithm_24,18000.0,timeout
instance_7,1.0,algorithm_7,0.09,ok
instance_7,1.0,algorithm_6,2.96,ok
instance_7,1.0,algorithm_22,18000.0,timeout
instance_7,1.0,algorithm_23,18000.0,timeout
instance_7,1.0,algorithm_5,0.81,ok
instance_7,1.0,algorithm_16,0.14,ok
instance_7,1.0,algorithm_21,18000.0,timeout
instance_7,1.0,algorithm_14,18000.0,timeout
instance_7,1.0,algorithm_11,3.86,ok
instance_7,1.0,algorithm_4,18000.0,timeout
instance_7,1.0,algorithm_13,18000.0,timeout
instance_7,1.0,algorithm_9,1.23,ok
instance_7,1.0,algorithm_12,18000.0,timeout
instance_7,1.0,algorithm_17,0.14,ok
instance_7,1.0,algorithm_3,0.77,ok
instance_7,1.0,algorithm_8,0.13,ok
instance_7,1.0,algorithm_1,0.09,ok
instance_7,1.0,algorithm_19,0.14,ok
instance_7,1.0,algorithm_15,0.09,ok
instance_7,1.0,algorithm_2,0.8,ok
instance_7,1.0,algorithm_20,0.77,ok
instance_7,1.0,algorithm_18,0.77,ok
instance_7,1.0,algorithm_10,1.02,ok
instance_7,1.0,algorithm_24,18000.0,timeout
instance_8,1.0,algorithm_7,0.15,ok
instance_8,1.0,algorithm_6,0.42,ok
