@RELATION Monty

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE step_1 NUMERIC

@DATA
instance_1,1.0,0.0
instance_2,1.0,0.01
instance_3,1.0,0.0
instance_4,1.0,0.01
instance_5,1.0,0.0
instance_7,1.0,0.01
instance_8,1.0,0.02
instance_10,1.0,0.01
instance_11,1.0,0.01
instance_12,1.0,0.02
instance_14,1.0,0.02
instance_17,1.0,0.0
instance_20,1.0,0.0
instance_21,1.0,0.04
instance_24,1.0,0.0
instance_26,1.0,0.04
instance_28,1.0,0.0
instance_29,1.0,0.0
instance_30,1.0,0.02
instance_31,1.0,0.0
instance_32,1.0,0.0
instance_33,1.0,0.03
instance_34,1.0,0.0
instance_35,1.0,0.0
instance_36,1.0,0.0
instance_37,1.0,0.01
instance_38,1.0,0.01
instance_39,1.0,0.0
instance_41,1.0,0.01
instance_42,1.0,0.02
instance_44,1.0,32.16
instance_45,1.0,41.01
instance_47,1.0,1.05
instance_48,1.0,0.15
instance_49,1.0,1.06
instance_50,1.0,3.51
instance_51,1.0,1.04
instance_52,1.0,1.38
instance_54,1.0,3.94
instance_55,1.0,0.27
instance_56,1.0,0.18
instance_58,1.0,15.12
instance_60,1.0,1.99
instance_62,1.0,0.44
instance_65,1.0,3.79
instance_66,1.0,2.59
instance_68,1.0,0.62
instance_69,1.0,2.49
instance_71,1.0,0.51
instance_72,1.0,5.05
instance_74,1.0,2.73
instance_79,1.0,0.76
instance_80,1.0,0.15
instance_81,1.0,3.67
instance_82,1.0,2.01
instance_83,1.0,0.14
instance_85,1.0,0.12
instance_86,1.0,0.59
instance_90,1.0,0.85
instance_92,1.0,0.61
instance_94,1.0,0.18
instance_95,1.0,1.03
instance_96,1.0,0.28
instance_98,1.0,5.65
instance_99,1.0,0.96
instance_100,1.0,0.26
instance_102,1.0,0.18
instance_103,1.0,7.6
instance_104,1.0,8.63
instance_105,1.0,3.96
instance_108,1.0,2.61
instance_109,1.0,4.47
instance_110,1.0,0.42
instance_111,1.0,8.69
instance_112,1.0,9.79
instance_113,1.0,0.3
instance_114,1.0,0.31
instance_115,1.0,13.72
instance_116,1.0,0.13
instance_118,1.0,1.46
instance_121,1.0,0.57
instance_122,1.0,0.67
instance_123,1.0,0.12
instance_124,1.0,0.56
instance_125,1.0,2.42
