@RELATION Sora

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_1,1.0,algorithm_9,264.144,ok
instance_1,1.0,algorithm_10,468.88,ok
instance_1,1.0,algorithm_1,50000.0,timeout
instance_1,1.0,algorithm_5,50000.0,timeout
instance_1,1.0,algorithm_4,3563.37,ok
instance_1,1.0,algorithm_6,722.632,ok
instance_1,1.0,algorithm_2,1067.66,ok
instance_1,1.0,algorithm_7,645.868,ok
instance_1,1.0,algorithm_3,652.292,ok
instance_1,1.0,algorithm_8,2736.14,ok
instance_2,1.0,algorithm_9,388.0,ok
instance_2,1.0,algorithm_10,2603.52,ok
instance_2,1.0,algorithm_1,50000.0,timeout
instance_2,1.0,algorithm_5,2339.77,ok
instance_2,1.0,algorithm_4,50000.0,timeout
instance_2,1.0,algorithm_6,972.92,ok
instance_2,1.0,algorithm_2,1491.88,ok
instance_2,1.0,algorithm_7,1501.82,ok
instance_2,1.0,algorithm_3,1892.82,ok
instance_2,1.0,algorithm_8,3644.29,ok
instance_3,1.0,algorithm_9,50000.0,timeout
instance_3,1.0,algorithm_10,50000.0,timeout
instance_3,1.0,algorithm_1,50000.0,timeout
instance_3,1.0,algorithm_5,50000.0,timeout
instance_3,1.0,algorithm_4,50000.0,timeout
instance_3,1.0,algorithm_6,50000.0,timeout
instance_3,1.0,algorithm_2,50000.0,timeout
instance_3,1.0,algorithm_7,50000.0,timeout
instance_3,1.0,algorithm_3,50000.0,timeout
instance_3,1.0,algorithm_8,50000.0,timeout
instance_4,1.0,algorithm_9,878.536,ok
instance_4,1.0,algorithm_10,942.164,ok
instance_4,1.0,algorithm_1,3707.06,ok
instance_4,1.0,algorithm_5,1518.67,ok
instance_4,1.0,algorithm_4,3796.83,ok
instance_4,1.0,algorithm_6,1374.42,ok
instance_4,1.0,algorithm_2,1368.43,ok
instance_4,1.0,algorithm_7,1072.69,ok
instance_4,1.0,algorithm_3,1191.54,ok
instance_4,1.0,algorithm_8,3171.58,ok
instance_5,1.0,algorithm_9,160.024,ok
instance_5,1.0,algorithm_10,314.588,ok
instance_5,1.0,algorithm_1,50000.0,timeout
instance_5,1.0,algorithm_5,410.268,ok
instance_5,1.0,algorithm_4,3237.95,ok
instance_5,1.0,algorithm_6,721.988,ok
instance_5,1.0,algorithm_2,258.9,ok
instance_5,1.0,algorithm_7,272.984,ok
instance_5,1.0,algorithm_3,391.54,ok
instance_5,1.0,algorithm_8,2611.56,ok
instance_6,1.0,algorithm_9,1100.76,ok
instance_6,1.0,algorithm_10,2194.51,ok
instance_6,1.0,algorithm_1,50000.0,timeout
instance_6,1.0,algorithm_5,2456.48,ok
instance_6,1.0,algorithm_4,50000.0,timeout
instance_6,1.0,algorithm_6,50000.0,timeout
instance_6,1.0,algorithm_2,1583.02,ok
instance_6,1.0,algorithm_7,1552.65,ok
instance_6,1.0,algorithm_3,2620.0,ok
instance_6,1.0,algorithm_8,3668.38,ok
instance_7,1.0,algorithm_9,1354.33,ok
instance_7,1.0,algorithm_10,3204.92,ok
instance_7,1.0,algorithm_1,50000.0,timeout
instance_7,1.0,algorithm_5,3582.41,ok
instance_7,1.0,algorithm_4,50000.0,timeout
instance_7,1.0,algorithm_6,50000.0,timeout
instance_7,1.0,algorithm_2,1793.98,ok
instance_7,1.0,algorithm_7,2078.76,ok
instance_7,1.0,algorithm_3,3671.11,ok
instance_7,1.0,algorithm_8,4023.21,ok
instance_8,1.0,algorithm_9,1530.34,ok
instance_8,1.0,algorithm_10,894.192,ok
instance_8,1.0,algorithm_1,4867.31,ok
instance_8,1.0,algorithm_5,4588.64,ok
instance_8,1.0,algorithm_4,3426.64,ok
instance_8,1.0,algorithm_6,1359.62,ok
instance_8,1.0,algorithm_2,4163.47,ok
instance_8,1.0,algorithm_7,3443.56,ok
instance_8,1.0,algorithm_3,2437.78,ok
instance_8,1.0,algorithm_8,1157.01,ok
instance_9,1.0,algorithm_9,576.5,ok
instance_9,1.0,algorithm_10,344.208,ok
instance_9,1.0,algorithm_1,1038.13,ok
instance_9,1.0,algorithm_5,596.184,ok
instance_9,1.0,algorithm_4,1382.38,ok
instance_9,1.0,algorithm_6,883.42,ok
instance_9,1.0,algorithm_2,604.492,ok
instance_9,1.0,algorithm_7,1722.05,ok
instance_9,1.0,algorithm_3,880.744,ok
instance_9,1.0,algorithm_8,385.716,ok
instance_10,1.0,algorithm_9,50000.0,timeout
instance_10,1.0,algorithm_10,50000.0,timeout
instance_10,1.0,algorithm_1,50000.0,timeout
instance_10,1.0,algorithm_5,50000.0,timeout
instance_10,1.0,algorithm_4,50000.0,timeout
instance_10,1.0,algorithm_6,50000.0,timeout
instance_10,1.0,algorithm_2,50000.0,timeout
instance_10,1.0,algorithm_7,50000.0,timeout
instance_10,1.0,algorithm_3,50000.0,timeout
instance_10,1.0,algorithm_8,50000.0,timeout
instance_12,1.0,algorithm_9,0.004,ok
instance_12,1.0,algorithm_10,0.008,ok
instance_12,1.0,algorithm_1,0.012,ok
instance_12,1.0,algorithm_5,0.012,ok
instance_12,1.0,algorithm_4,0.012,ok
instance_12,1.0,algorithm_6,0.016,ok
instance_12,1.0,algorithm_2,0.008,ok
instance_12,1.0,algorithm_7,0.044,ok
instance_12,1.0,algorithm_3,0.008,ok
instance_12,1.0,algorithm_8,0.008,ok
instance_13,1.0,algorithm_9,50000.0,timeout
instance_13,1.0,algorithm_10,3405.72,ok
instance_13,1.0,algorithm_1,50000.0,timeout
instance_13,1.0,algorithm_5,3631.34,ok
instance_13,1.0,algorithm_4,3590.35,ok
instance_13,1.0,algorithm_6,4895.58,ok
instance_13,1.0,algorithm_2,2514.43,ok
instance_13,1.0,algorithm_7,50000.0,timeout
instance_13,1.0,algorithm_3,3552.5,ok
instance_13,1.0,algorithm_8,2897.94,ok
instance_14,1.0,algorithm_9,2248.81,ok
instance_14,1.0,algorithm_10,390.108,ok
instance_14,1.0,algorithm_1,384.616,ok
instance_14,1.0,algorithm_5,392.86,ok
instance_14,1.0,algorithm_4,2641.44,ok
instance_14,1.0,algorithm_6,188.0,ok
instance_14,1.0,algorithm_2,200.516,ok
instance_14,1.0,algorithm_7,212.128,ok
instance_14,1.0,algorithm_3,414.096,ok
instance_14,1.0,algorithm_8,298.448,ok
instance_15,1.0,algorithm_9,50000.0,timeout
instance_15,1.0,algorithm_10,4968.5,ok
instance_15,1.0,algorithm_1,50000.0,timeout
instance_15,1.0,algorithm_5,50000.0,timeout
instance_15,1.0,algorithm_4,50000.0,timeout
instance_15,1.0,algorithm_6,50000.0,timeout
instance_15,1.0,algorithm_2,50000.0,timeout
instance_15,1.0,algorithm_7,50000.0,timeout
instance_15,1.0,algorithm_3,50000.0,timeout
instance_15,1.0,algorithm_8,50000.0,timeout
instance_16,1.0,algorithm_9,50000.0,timeout
instance_16,1.0,algorithm_10,50000.0,timeout
instance_16,1.0,algorithm_1,50000.0,timeout
instance_16,1.0,algorithm_5,50000.0,timeout
instance_16,1.0,algorithm_4,50000.0,timeout
instance_16,1.0,algorithm_6,50000.0,timeout
instance_16,1.0,algorithm_2,50000.0,timeout
instance_16,1.0,algorithm_7,50000.0,timeout
instance_16,1.0,algorithm_3,50000.0,timeout
instance_16,1.0,algorithm_8,50000.0,timeout
instance_17,1.0,algorithm_9,205.512,ok
instance_17,1.0,algorithm_10,143.308,ok
instance_17,1.0,algorithm_1,870.38,ok
instance_17,1.0,algorithm_5,191.492,ok
instance_17,1.0,algorithm_4,140.124,ok
instance_17,1.0,algorithm_6,127.848,ok
instance_17,1.0,algorithm_2,198.048,ok
instance_17,1.0,algorithm_7,366.688,ok
instance_17,1.0,algorithm_3,150.356,ok
instance_17,1.0,algorithm_8,107.344,ok
instance_20,1.0,algorithm_9,50000.0,timeout
instance_20,1.0,algorithm_10,50000.0,timeout
instance_20,1.0,algorithm_1,50000.0,timeout
instance_20,1.0,algorithm_5,50000.0,timeout
instance_20,1.0,algorithm_4,50000.0,timeout
instance_20,1.0,algorithm_6,50000.0,timeout
instance_20,1.0,algorithm_2,50000.0,timeout
instance_20,1.0,algorithm_7,50000.0,timeout
instance_20,1.0,algorithm_3,50000.0,timeout
instance_20,1.0,algorithm_8,50000.0,timeout
instance_21,1.0,algorithm_9,1936.07,ok
instance_21,1.0,algorithm_10,4803.2,ok
instance_21,1.0,algorithm_1,3593.44,ok
instance_21,1.0,algorithm_5,4767.85,ok
instance_21,1.0,algorithm_4,50000.0,timeout
instance_21,1.0,algorithm_6,50000.0,timeout
instance_21,1.0,algorithm_2,1882.46,ok
instance_21,1.0,algorithm_7,50000.0,timeout
instance_21,1.0,algorithm_3,1661.3,ok
instance_21,1.0,algorithm_8,701.044,ok
instance_22,1.0,algorithm_9,3865.86,ok
instance_22,1.0,algorithm_10,4681.11,ok
instance_22,1.0,algorithm_1,50000.0,timeout
instance_22,1.0,algorithm_5,50000.0,timeout
instance_22,1.0,algorithm_4,50000.0,timeout
instance_22,1.0,algorithm_6,50000.0,timeout
instance_22,1.0,algorithm_2,3598.39,ok
instance_22,1.0,algorithm_7,2333.96,ok
instance_22,1.0,algorithm_3,4950.76,ok
instance_22,1.0,algorithm_8,376.26,ok
instance_23,1.0,algorithm_9,433.404,ok
instance_23,1.0,algorithm_10,88.648,ok
instance_23,1.0,algorithm_1,288.072,ok
instance_23,1.0,algorithm_5,563.736,ok
instance_23,1.0,algorithm_4,580.128,ok
instance_23,1.0,algorithm_6,505.5,ok
instance_23,1.0,algorithm_2,242.684,ok
instance_23,1.0,algorithm_7,99.372,ok
instance_23,1.0,algorithm_3,360.088,ok
instance_23,1.0,algorithm_8,142.644,ok
instance_24,1.0,algorithm_9,510.208,ok
instance_24,1.0,algorithm_10,455.888,ok
instance_24,1.0,algorithm_1,1736.96,ok
instance_24,1.0,algorithm_5,523.968,ok
instance_24,1.0,algorithm_4,754.4,ok
instance_24,1.0,algorithm_6,555.344,ok
instance_24,1.0,algorithm_2,1372.53,ok
instance_24,1.0,algorithm_7,479.032,ok
instance_24,1.0,algorithm_3,418.464,ok
instance_24,1.0,algorithm_8,445.088,ok
instance_26,1.0,algorithm_9,782.364,ok
instance_26,1.0,algorithm_10,271.364,ok
instance_26,1.0,algorithm_1,487.172,ok
instance_26,1.0,algorithm_5,443.08,ok
instance_26,1.0,algorithm_4,400.192,ok
instance_26,1.0,algorithm_6,557.172,ok
instance_26,1.0,algorithm_2,773.988,ok
instance_26,1.0,algorithm_7,386.232,ok
instance_26,1.0,algorithm_3,108.704,ok
instance_26,1.0,algorithm_8,537.044,ok
instance_27,1.0,algorithm_9,50000.0,timeout
instance_27,1.0,algorithm_10,313.224,ok
instance_27,1.0,algorithm_1,50000.0,timeout
instance_27,1.0,algorithm_5,50000.0,timeout
instance_27,1.0,algorithm_4,50000.0,timeout
instance_27,1.0,algorithm_6,50000.0,timeout
instance_27,1.0,algorithm_2,50000.0,timeout
instance_27,1.0,algorithm_7,50000.0,timeout
instance_27,1.0,algorithm_3,416.836,ok
instance_27,1.0,algorithm_8,645.98,ok
instance_29,1.0,algorithm_9,3609.5,ok
instance_29,1.0,algorithm_10,988.16,ok
instance_29,1.0,algorithm_1,50000.0,timeout
instance_29,1.0,algorithm_5,2326.08,ok
instance_29,1.0,algorithm_4,375.836,ok
instance_29,1.0,algorithm_6,492.36,ok
instance_29,1.0,algorithm_2,1947.36,ok
instance_29,1.0,algorithm_7,4701.08,ok
instance_29,1.0,algorithm_3,1199.39,ok
instance_29,1.0,algorithm_8,370.64,ok
instance_30,1.0,algorithm_9,50000.0,timeout
instance_30,1.0,algorithm_10,3104.79,ok
instance_30,1.0,algorithm_1,50000.0,timeout
instance_30,1.0,algorithm_5,50000.0,timeout
instance_30,1.0,algorithm_4,1709.0,ok
instance_30,1.0,algorithm_6,4767.32,ok
instance_30,1.0,algorithm_2,3214.52,ok
instance_30,1.0,algorithm_7,50000.0,timeout
instance_30,1.0,algorithm_3,4042.07,ok
instance_30,1.0,algorithm_8,1388.78,ok
instance_31,1.0,algorithm_9,18.468,ok
instance_31,1.0,algorithm_10,17.2,ok
instance_31,1.0,algorithm_1,16.496,ok
instance_31,1.0,algorithm_5,10.192,ok
instance_31,1.0,algorithm_4,27.172,ok
