@RELATION Magnus

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_124,1.0,algorithm_3,18000.0,timeout
instance_124,1.0,algorithm_12,18000.0,timeout
instance_124,1.0,algorithm_8,18000.0,timeout
instance_124,1.0,algorithm_7,18000.0,timeout
instance_124,1.0,algorithm_19,18000.0,timeout
instance_124,1.0,algorithm_4,18000.0,timeout
instance_124,1.0,algorithm_14,18000.0,timeout
instance_124,1.0,algorithm_11,18000.0,timeout
instance_124,1.0,algorithm_6,18000.0,timeout
instance_124,1.0,algorithm_13,18000.0,timeout
instance_124,1.0,algorithm_16,18000.0,timeout
instance_124,1.0,algorithm_2,18000.0,timeout
instance_124,1.0,algorithm_18,18000.0,timeout
instance_124,1.0,algorithm_17,18000.0,timeout
instance_124,1.0,algorithm_1,18000.0,timeout
instance_124,1.0,algorithm_9,18000.0,timeout
instance_124,1.0,algorithm_10,18000.0,timeout
instance_124,1.0,algorithm_15,18000.0,timeout
instance_124,1.0,algorithm_5,18000.0,timeout
instance_123,1.0,algorithm_3,18000.0,timeout
instance_123,1.0,algorithm_12,18000.0,timeout
instance_123,1.0,algorithm_8,18000.0,timeout
instance_123,1.0,algorithm_7,18000.0,timeout
instance_123,1.0,algorithm_19,18000.0,timeout
instance_123,1.0,algorithm_4,18000.0,timeout
instance_123,1.0,algorithm_14,18000.0,timeout
instance_123,1.0,algorithm_11,18000.0,timeout
instance_123,1.0,algorithm_6,18000.0,timeout
instance_123,1.0,algorithm_13,18000.0,timeout
instance_123,1.0,algorithm_16,18000.0,timeout
instance_123,1.0,algorithm_2,18000.0,timeout
instance_123,1.0,algorithm_18,18000.0,timeout
instance_123,1.0,algorithm_17,18000.0,timeout
instance_123,1.0,algorithm_1,18000.0,timeout
instance_123,1.0,algorithm_9,18000.0,timeout
instance_123,1.0,algorithm_10,18000.0,timeout
instance_123,1.0,algorithm_15,18000.0,timeout
instance_123,1.0,algorithm_5,18000.0,timeout
instance_122,1.0,algorithm_3,18000.0,timeout
instance_122,1.0,algorithm_12,18000.0,timeout
instance_122,1.0,algorithm_8,18000.0,timeout
instance_122,1.0,algorithm_7,18000.0,timeout
instance_122,1.0,algorithm_19,18000.0,timeout
