@RELATION Caren

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_1,1.0,algorithm_12,0.113,ok
instance_1,1.0,algorithm_13,0.084,ok
instance_1,1.0,algorithm_17,441.721,ok
instance_1,1.0,algorithm_9,2.8890000000000002,ok
instance_1,1.0,algorithm_2,0.603,ok
instance_1,1.0,algorithm_11,0.137,ok
instance_1,1.0,algorithm_1,242.45000000000002,ok
instance_1,1.0,algorithm_19,12000.0,timeout
instance_1,1.0,algorithm_20,0.863,ok
instance_1,1.0,algorithm_14,17.887,ok
instance_1,1.0,algorithm_7,4.8340000000000005,ok
instance_1,1.0,algorithm_10,5.182,ok
instance_1,1.0,algorithm_15,7.45,ok
instance_1,1.0,algorithm_16,9.832,ok
instance_1,1.0,algorithm_3,2.141,ok
instance_1,1.0,algorithm_5,164.806,ok
instance_1,1.0,algorithm_8,0.055,ok
instance_1,1.0,algorithm_6,0.153,ok
instance_1,1.0,algorithm_18,12000.0,timeout
instance_1,1.0,algorithm_4,12000.0,timeout
instance_3,1.0,algorithm_12,0.271,ok
instance_3,1.0,algorithm_13,0.39,ok
instance_3,1.0,algorithm_17,12000.0,timeout
instance_3,1.0,algorithm_9,13.58,ok
instance_3,1.0,algorithm_2,1.901,ok
instance_3,1.0,algorithm_11,0.559,ok
instance_3,1.0,algorithm_1,12000.0,timeout
instance_3,1.0,algorithm_19,12000.0,timeout
instance_3,1.0,algorithm_20,17.125,ok
instance_3,1.0,algorithm_14,381.97,ok
instance_3,1.0,algorithm_7,10.726,ok
instance_3,1.0,algorithm_10,150.514,ok
instance_3,1.0,algorithm_15,274.64,ok
instance_3,1.0,algorithm_16,380.342,ok
instance_3,1.0,algorithm_3,8.203,ok
instance_3,1.0,algorithm_5,12000.0,timeout
instance_3,1.0,algorithm_8,0.081,ok
instance_3,1.0,algorithm_6,0.46900000000000003,ok
instance_3,1.0,algorithm_18,12000.0,timeout
instance_3,1.0,algorithm_4,12000.0,timeout
instance_4,1.0,algorithm_12,2.0020000000000002,ok
instance_4,1.0,algorithm_13,0.319,ok
instance_4,1.0,algorithm_17,12000.0,timeout
instance_4,1.0,algorithm_9,2.203,ok
instance_4,1.0,algorithm_2,3.6670000000000003,ok
instance_4,1.0,algorithm_11,0.505,ok
instance_4,1.0,algorithm_1,12000.0,timeout
instance_4,1.0,algorithm_19,12000.0,timeout
instance_4,1.0,algorithm_20,2.104,ok
instance_4,1.0,algorithm_14,12000.0,timeout
