@RELATION Mira

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instance_2,1.0,algorithm_1,69.0,ok
instance_2,1.0,algorithm_5,3.0,ok
instance_2,1.0,algorithm_2,22.0,ok
instance_2,1.0,algorithm_3,610.0,ok
instance_2,1.0,algorithm_4,3.0,ok
instance_5,1.0,algorithm_1,152.0,ok
instance_5,1.0,algorithm_5,16.0,ok
instance_5,1.0,algorithm_2,14.0,ok
instance_5,1.0,algorithm_3,185.0,ok
instance_5,1.0,algorithm_4,11.0,ok
instance_7,1.0,algorithm_1,46.0,ok
instance_7,1.0,algorithm_5,11.0,ok
instance_7,1.0,algorithm_2,9.0,ok
instance_7,1.0,algorithm_3,118.0,ok
instance_7,1.0,algorithm_4,5.0,ok
instance_8,1.0,algorithm_1,266.0,ok
instance_8,1.0,algorithm_5,81.0,ok
instance_8,1.0,algorithm_2,31.0,ok
instance_8,1.0,algorithm_3,645.0,ok
instance_8,1.0,algorithm_4,34.0,ok
instance_9,1.0,algorithm_1,20.0,ok
instance_9,1.0,algorithm_5,5.0,ok
instance_9,1.0,algorithm_2,11.0,ok
instance_9,1.0,algorithm_3,47.0,ok
instance_9,1.0,algorithm_4,4.0,ok
instance_12,1.0,algorithm_1,72000.0,timeout
instance_12,1.0,algorithm_5,1022.0,ok
instance_12,1.0,algorithm_2,660.0,ok
instance_12,1.0,algorithm_3,72000.0,timeout
instance_12,1.0,algorithm_4,1748.0,ok
instance_15,1.0,algorithm_1,72000.0,timeout
instance_15,1.0,algorithm_5,72000.0,timeout
instance_15,1.0,algorithm_2,72000.0,timeout
instance_15,1.0,algorithm_3,72000.0,timeout
instance_15,1.0,algorithm_4,1654.0,ok
instance_18,1.0,algorithm_1,11.0,ok
instance_18,1.0,algorithm_5,2.0,ok
instance_18,1.0,algorithm_2,2.0,ok
instance_18,1.0,algorithm_3,27.0,ok
instance_18,1.0,algorithm_4,1.0,ok
instance_19,1.0,algorithm_1,259.0,ok
instance_19,1.0,algorithm_5,6.0,ok
instance_19,1.0,algorithm_2,7.0,ok
instance_19,1.0,algorithm_3,152.0,ok
instance_19,1.0,algorithm_4,11.0,ok
instance_20,1.0,algorithm_1,72000.0,timeout
instance_20,1.0,algorithm_5,289.0,ok
instance_20,1.0,algorithm_2,2489.0,ok
instance_20,1.0,algorithm_3,72000.0,timeout
